ORDERNUMBER,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,PRICEEACH,SALES,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,STATE,TERRITORY,YEAR,MONTH,REVENUE
10182,2003-11-12,Shipped,Vintage Cars,44,100.0,7554.8,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2003,11,4400.0
10193,2003-11-21,Shipped,Vintage Cars,21,100.0,3141.6,"Australian Collectables, Ltd",Glen Waverly,AUSTRALIA,Medium,Victoria,APAC,2003,11,2100.0
10204,2003-12-02,Shipped,Vintage Cars,33,100.0,5890.5,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,12,3300.0
10214,2004-01-26,Shipped,Vintage Cars,30,100.0,5967.0,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,3000.0
10227,2004-03-02,Shipped,Vintage Cars,26,100.0,3712.8,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2004,3,2600.0
10241,2004-04-13,Shipped,Vintage Cars,41,100.0,7597.3,Mini Caravy,Strasbourg,FRANCE,Large,Unknown,EMEA,2004,4,4100.0
10280,2004-08-17,Shipped,Vintage Cars,26,100.0,3668.6,Amica Models & Co.,Torino,ITALY,Medium,Unknown,EMEA,2004,8,2600.0
10288,2004-09-01,Shipped,Vintage Cars,32,100.0,5875.2,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,9,3200.0
10302,2003-10-06,Shipped,Vintage Cars,43,100.0,7310.0,"UK Collectables, Ltd.",Liverpool,UK,Large,Unknown,EMEA,2003,10,4300.0
10312,2004-10-21,Shipped,Vintage Cars,48,100.0,8078.4,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2004,10,4800.0
10331,2004-11-17,Shipped,Vintage Cars,44,74.04,3257.76,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,PA,Unknown,2004,11,3257.76
10344,2004-11-25,Shipped,Vintage Cars,45,100.0,7650.0,Marseille Mini Autos,Marseille,FRANCE,Large,Unknown,EMEA,2004,11,4500.0
10367,2005-01-12,Resolved,Vintage Cars,37,100.0,4703.81,Toys4GrownUps.com,Pasadena,USA,Medium,CA,Unknown,2005,1,3700.0
10379,2005-02-10,Shipped,Vintage Cars,39,100.0,5399.55,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,3900.0
10407,2005-04-22,On Hold,Vintage Cars,76,100.0,14082.8,The Sharp Gifts Warehouse,San Jose,USA,Large,CA,Unknown,2005,4,7600.0
10420,2005-05-29,In Process,Vintage Cars,37,100.0,5283.6,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2005,5,3700.0
10108,2003-03-03,Shipped,Classic Cars,38,82.39,3130.82,Cruz & Sons Co.,Makati City,PHILIPPINES,Medium,Unknown,Japan,2003,3,3130.82
10122,2003-05-08,Shipped,Classic Cars,43,72.38,3112.34,Marseille Mini Autos,Marseille,FRANCE,Medium,Unknown,EMEA,2003,5,3112.3399999999997
10135,2003-07-02,Shipped,Classic Cars,48,79.31,3806.88,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,7,3806.88
10147,2003-09-05,Shipped,Classic Cars,26,82.39,2142.14,Collectables For Less Inc.,Brickhaven,USA,Small,MA,Unknown,2003,9,2142.14
10160,2003-10-11,Shipped,Classic Cars,38,88.55,3364.9,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium,CA,Unknown,2003,10,3364.9
10170,2003-11-04,Shipped,Classic Cars,20,63.14,1262.8,Mini Auto Werke,Graz,AUSTRIA,Small,Unknown,EMEA,2003,11,1262.8
10181,2003-11-12,Shipped,Classic Cars,22,73.92,1626.24,Herkku Gifts,Bergen,NORWAY,Small,Unknown,EMEA,2003,11,1626.24
10192,2003-11-20,Shipped,Classic Cars,45,90.86,4088.7,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2003,11,4088.7
10203,2003-12-02,Shipped,Classic Cars,45,85.47,3846.15,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,12,3846.15
10212,2004-01-16,Shipped,Classic Cars,20,66.99,1339.8,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,1,1339.8
10225,2004-02-22,Shipped,Classic Cars,47,64.68,3039.96,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,2,3039.9600000000005
10239,2004-04-12,Shipped,Classic Cars,46,73.92,3400.32,"Oulu Toy Supplies, Inc.",Oulu,FINLAND,Medium,Unknown,EMEA,2004,4,3400.32
10253,2004-06-01,Cancelled,Classic Cars,23,83.93,1930.39,"UK Collectables, Ltd.",Liverpool,UK,Small,Unknown,EMEA,2004,6,1930.39
10266,2004-07-06,Shipped,Classic Cars,33,74.69,2464.77,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2004,7,2464.77
10278,2004-08-06,Shipped,Classic Cars,29,90.86,2634.94,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2004,8,2634.94
10287,2004-08-30,Shipped,Classic Cars,44,82.39,3625.16,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,8,3625.16
10300,2003-10-04,Shipped,Classic Cars,41,92.4,3788.4,"Blauer See Auto, Co.",Frankfurt,GERMANY,Medium,Unknown,EMEA,2003,10,3788.4
10310,2004-10-16,Shipped,Classic Cars,20,91.63,1832.6,"Toms Spezialitten, Ltd",Koln,GERMANY,Small,Unknown,EMEA,2004,10,1832.6
10321,2004-11-04,Shipped,Classic Cars,37,78.54,2905.98,FunGiftIdeas.com,New Bedford,USA,Small,MA,Unknown,2004,11,2905.98
10329,2004-11-15,Shipped,Classic Cars,29,100.0,2954.81,Land of Toys Inc.,NYC,USA,Small,NY,Unknown,2004,11,2900.0
10342,2004-11-24,Shipped,Classic Cars,55,65.45,3599.75,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2004,11,3599.75
10363,2005-01-06,Shipped,Classic Cars,22,100.0,3686.54,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2005,1,2200.0
10377,2005-02-09,Shipped,Classic Cars,31,67.76,2100.56,"Toys of Finland, Co.",Helsinki,FINLAND,Small,Unknown,EMEA,2005,2,2100.56
10389,2005-03-03,Shipped,Classic Cars,49,79.22,3881.78,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2005,3,3881.7799999999997
10405,2005-04-14,Shipped,Classic Cars,61,73.92,4509.12,Mini Caravy,Strasbourg,FRANCE,Medium,Unknown,EMEA,2005,4,4509.12
10419,2005-05-17,Shipped,Classic Cars,39,83.93,3273.27,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2005,5,3273.2700000000004
10109,2003-03-10,Shipped,Classic Cars,38,100.0,4432.7,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,PA,Unknown,2003,3,3800.0
10122,2003-05-08,Shipped,Classic Cars,31,100.0,4100.99,Marseille Mini Autos,Marseille,FRANCE,Medium,Unknown,EMEA,2003,5,3100.0
10136,2003-07-04,Shipped,Classic Cars,36,100.0,5274.72,Alpha Cognac,Toulouse,FRANCE,Medium,Unknown,EMEA,2003,7,3600.0
10148,2003-09-11,Shipped,Classic Cars,25,100.0,4232.0,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2003,9,2500.0
10161,2003-10-17,Shipped,Classic Cars,48,100.0,6145.44,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2003,10,4800.0
10171,2003-11-05,Shipped,Classic Cars,35,100.0,4680.2,Quebec Home Shopping Network,Montreal,CANADA,Medium,Quebec,Unknown,2003,11,3500.0
10181,2003-11-12,Shipped,Classic Cars,21,100.0,3286.08,Herkku Gifts,Bergen,NORWAY,Medium,Unknown,EMEA,2003,11,2100.0
10192,2003-11-20,Shipped,Classic Cars,47,100.0,7421.3,Online Diecast Creations Co.,Nashua,USA,Large,NH,Unknown,2003,11,4700.0
10204,2003-12-02,Shipped,Classic Cars,38,100.0,6432.64,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,12,3800.0
10212,2004-01-16,Shipped,Classic Cars,41,100.0,4840.87,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,4100.0
10226,2004-02-26,Shipped,Classic Cars,24,100.0,3892.08,Collectable Mini Designs Co.,San Diego,USA,Medium,CA,Unknown,2004,2,2400.0
10240,2004-04-13,Shipped,Classic Cars,37,100.0,5526.32,Osaka Souveniers Co.,Osaka,JAPAN,Medium,Osaka,Japan,2004,4,3700.0
10253,2004-06-01,Cancelled,Classic Cars,33,100.0,4459.62,"UK Collectables, Ltd.",Liverpool,UK,Medium,Unknown,EMEA,2004,6,3300.0
10266,2004-07-06,Shipped,Classic Cars,49,100.0,6203.4,L'ordine Souveniers,Reggio Emilia,ITALY,Medium,Unknown,EMEA,2004,7,4900.0
10278,2004-08-06,Shipped,Classic Cars,29,100.0,3754.05,Signal Gift Stores,Las Vegas,USA,Medium,NV,Unknown,2004,8,2900.0
10287,2004-08-30,Shipped,Classic Cars,24,100.0,3516.48,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,8,2400.0
10301,2003-10-05,Shipped,Classic Cars,47,100.0,7488.04,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Large,Unknown,EMEA,2003,10,4700.0
10310,2004-10-16,Shipped,Classic Cars,24,100.0,3448.08,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2004,10,2400.0
10321,2004-11-04,Shipped,Classic Cars,25,100.0,3734.0,FunGiftIdeas.com,New Bedford,USA,Medium,MA,Unknown,2004,11,2500.0
10331,2004-11-17,Shipped,Classic Cars,30,32.47,974.1,Motor Mint Distributors Inc.,Philadelphia,USA,Small,PA,Unknown,2004,11,974.0999999999999
10342,2004-11-24,Shipped,Classic Cars,22,100.0,3160.74,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2004,11,2200.0
10356,2004-12-09,Shipped,Classic Cars,27,64.69,1746.63,Lyon Souveniers,Paris,FRANCE,Small,Unknown,EMEA,2004,12,1746.6299999999999
10366,2005-01-10,Shipped,Classic Cars,34,100.0,4207.84,Royale Belge,Charleroi,BELGIUM,Medium,Unknown,EMEA,2005,1,3400.0
10377,2005-02-09,Shipped,Classic Cars,36,100.0,4352.76,"Toys of Finland, Co.",Helsinki,FINLAND,Medium,Unknown,EMEA,2005,2,3600.0
10390,2005-03-04,Shipped,Classic Cars,34,43.05,1463.7,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2005,3,1463.6999999999998
10406,2005-04-15,Disputed,Classic Cars,48,100.0,7169.28,Danish Wholesale Imports,Kobenhavn,DENMARK,Large,Unknown,EMEA,2005,4,4800.0
10419,2005-05-17,Shipped,Classic Cars,34,100.0,4594.76,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2005,5,3400.0
10104,2003-01-31,Shipped,Classic Cars,24,100.0,3457.92,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,1,2400.0
10115,2003-04-04,Shipped,Classic Cars,46,100.0,7381.16,Classic Legends Inc.,NYC,USA,Large,NY,Unknown,2003,4,4600.0
10127,2003-06-03,Shipped,Classic Cars,45,100.0,7146.9,Muscle Machine Inc,NYC,USA,Large,NY,Unknown,2003,6,4500.0
10141,2003-08-01,Shipped,Classic Cars,39,100.0,5938.53,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2003,8,3900.0
10151,2003-09-21,Shipped,Classic Cars,43,100.0,7110.91,"Oulu Toy Supplies, Inc.",Oulu,FINLAND,Large,Unknown,EMEA,2003,9,4300.0
10165,2003-10-22,Shipped,Classic Cars,29,100.0,5032.95,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,10,2900.0
10176,2003-11-06,Shipped,Classic Cars,20,100.0,3667.6,L'ordine Souveniers,Reggio Emilia,ITALY,Medium,Unknown,EMEA,2003,11,2000.0
10184,2003-11-14,Shipped,Classic Cars,46,100.0,7381.16,"Iberia Gift Imports, Corp.",Sevilla,SPAIN,Large,Unknown,EMEA,2003,11,4600.0
10195,2003-11-25,Shipped,Classic Cars,27,100.0,5128.11,Mini Classics,White Plains,USA,Medium,NY,Unknown,2003,11,2700.0
10207,2003-12-09,Shipped,Classic Cars,44,100.0,7060.24,Diecast Collectables,Boston,USA,Large,MA,Unknown,2003,12,4400.0
10219,2004-02-10,Shipped,Classic Cars,43,100.0,8448.64,Signal Collectibles Ltd.,Brisbane,USA,Large,CA,Unknown,2004,2,4300.0
10230,2004-03-15,Shipped,Classic Cars,49,100.0,7300.51,"Blauer See Auto, Co.",Frankfurt,GERMANY,Large,Unknown,EMEA,2004,3,4900.0
10246,2004-05-05,Shipped,Classic Cars,40,100.0,6549.2,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,5,4000.0
10259,2004-06-15,Shipped,Classic Cars,30,100.0,5697.9,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,6,3000.0
10271,2004-07-20,Shipped,Classic Cars,50,100.0,9169.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2004,7,5000.0
10282,2004-08-20,Shipped,Classic Cars,23,100.0,3238.63,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,8,2300.0
10292,2004-09-08,Shipped,Classic Cars,26,100.0,4554.94,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,9,2600.0
10305,2004-10-13,Shipped,Classic Cars,27,100.0,3934.44,Marta's Replicas Co.,Cambridge,USA,Medium,MA,Unknown,2004,10,2700.0
10314,2004-10-22,Shipped,Classic Cars,42,100.0,5776.26,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2004,10,4200.0
10324,2004-11-05,Shipped,Classic Cars,47,100.0,7207.45,Vitachrome Inc.,NYC,USA,Large,NY,Unknown,2004,11,4700.0
10336,2004-11-20,Shipped,Classic Cars,49,100.0,7460.74,"La Corne D'abondance, Co.",Paris,FRANCE,Large,Unknown,EMEA,2004,11,4900.0
10349,2004-12-01,Shipped,Classic Cars,38,100.0,6719.54,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2004,12,3800.0
10358,2004-12-10,Shipped,Classic Cars,20,100.0,2428.0,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,12,2000.0
10371,2005-01-23,Shipped,Classic Cars,25,100.0,2602.25,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2005,1,2500.0
10382,2005-02-17,Shipped,Classic Cars,25,88.0,2200.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2005,2,2200.0
10412,2005-05-03,Shipped,Classic Cars,41,100.0,6712.93,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,5,4100.0
10425,2005-05-31,In Process,Classic Cars,28,100.0,5318.04,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,5,2800.0
10100,2003-01-06,Shipped,Vintage Cars,50,67.8,3390.0,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2003,1,3390.0
10110,2003-03-18,Shipped,Vintage Cars,32,50.25,1608.0,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2003,3,1608.0
10124,2003-05-21,Shipped,Vintage Cars,42,53.88,2262.96,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2003,5,2262.96
10149,2003-09-12,Shipped,Vintage Cars,24,62.36,1496.64,Signal Collectibles Ltd.,Brisbane,USA,Small,CA,Unknown,2003,9,1496.6399999999999
10162,2003-10-18,Shipped,Vintage Cars,27,69.62,1879.74,Corporate Gift Ideas Co.,San Francisco,USA,Small,CA,Unknown,2003,10,1879.7400000000002
10173,2003-11-05,Shipped,Vintage Cars,26,57.51,1495.26,Rovelli Gifts,Bergamo,ITALY,Small,Unknown,EMEA,2003,11,1495.26
10182,2003-11-12,Shipped,Vintage Cars,38,61.15,2323.7,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,11,2323.7
10193,2003-11-21,Shipped,Vintage Cars,42,59.33,2491.86,"Australian Collectables, Ltd",Glen Waverly,AUSTRALIA,Small,Victoria,APAC,2003,11,2491.86
10204,2003-12-02,Shipped,Vintage Cars,23,71.44,1643.12,Muscle Machine Inc,NYC,USA,Small,NY,Unknown,2003,12,1643.12
10214,2004-01-26,Shipped,Vintage Cars,21,62.96,1322.16,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Small,Unknown,EMEA,2004,1,1322.16
10227,2004-03-02,Shipped,Vintage Cars,28,50.85,1423.8,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2004,3,1423.8
10241,2004-04-13,Shipped,Vintage Cars,33,72.65,2397.45,Mini Caravy,Strasbourg,FRANCE,Small,Unknown,EMEA,2004,4,2397.4500000000003
10280,2004-08-17,Shipped,Vintage Cars,25,62.96,1574.0,Amica Models & Co.,Torino,ITALY,Small,Unknown,EMEA,2004,8,1574.0
10288,2004-09-01,Shipped,Vintage Cars,28,61.75,1729.0,Handji Gifts& Co,Singapore,SINGAPORE,Small,Unknown,APAC,2004,9,1729.0
10303,2004-10-06,Shipped,Vintage Cars,46,49.04,2255.84,"Iberia Gift Imports, Corp.",Sevilla,SPAIN,Small,Unknown,EMEA,2004,10,2255.84
10312,2004-10-21,Shipped,Vintage Cars,30,61.15,1834.5,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,10,1834.5
10332,2004-11-17,Shipped,Vintage Cars,38,84.25,3201.5,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,11,3201.5
10344,2004-11-25,Shipped,Vintage Cars,40,56.91,2276.4,Marseille Mini Autos,Marseille,FRANCE,Small,Unknown,EMEA,2004,11,2276.3999999999996
10367,2005-01-12,Resolved,Vintage Cars,45,100.0,8884.8,Toys4GrownUps.com,Pasadena,USA,Large,CA,Unknown,2005,1,4500.0
10379,2005-02-10,Shipped,Vintage Cars,27,49.3,1331.1,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,2,1331.1
10407,2005-04-22,On Hold,Vintage Cars,42,72.65,3051.3,The Sharp Gifts Warehouse,San Jose,USA,Medium,CA,Unknown,2005,4,3051.3
10420,2005-05-29,In Process,Vintage Cars,36,63.57,2288.52,Souveniers And Things Co.,Chatswood,AUSTRALIA,Small,NSW,APAC,2005,5,2288.52
10104,2003-01-31,Shipped,Trucks and Buses,29,100.0,3772.61,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,1,2900.0
10114,2003-04-01,Shipped,Trucks and Buses,39,100.0,4164.42,"La Corne D'abondance, Co.",Paris,FRANCE,Medium,Unknown,EMEA,2003,4,3900.0
10127,2003-06-03,Shipped,Trucks and Buses,45,100.0,6295.95,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,6,4500.0
10141,2003-08-01,Shipped,Trucks and Buses,47,100.0,6287.66,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2003,8,4700.0
10151,2003-09-21,Shipped,Trucks and Buses,49,100.0,5412.54,"Oulu Toy Supplies, Inc.",Oulu,FINLAND,Medium,Unknown,EMEA,2003,9,4900.0
10165,2003-10-22,Shipped,Trucks and Buses,46,100.0,5984.14,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,10,4600.0
10175,2003-11-06,Shipped,Trucks and Buses,48,100.0,5891.04,"Stylish Desk Decors, Co.",London,UK,Medium,Unknown,EMEA,2003,11,4800.0
10184,2003-11-14,Shipped,Trucks and Buses,46,100.0,5984.14,"Iberia Gift Imports, Corp.",Sevilla,SPAIN,Medium,Unknown,EMEA,2003,11,4600.0
10195,2003-11-25,Shipped,Trucks and Buses,35,100.0,3608.15,Mini Classics,White Plains,USA,Medium,NY,Unknown,2003,11,3500.0
10207,2003-12-09,Shipped,Trucks and Buses,43,100.0,5752.54,Diecast Collectables,Boston,USA,Medium,MA,Unknown,2003,12,4300.0
10229,2004-03-11,Shipped,Trucks and Buses,26,100.0,3765.32,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,3,2600.0
10246,2004-05-05,Shipped,Trucks and Buses,22,98.18,2159.96,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,5,2159.96
10259,2004-06-15,Shipped,Trucks and Buses,34,99.41,3379.94,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,6,3379.94
10271,2004-07-20,Shipped,Trucks and Buses,50,100.0,5093.5,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,7,5000.0
10281,2004-08-19,Shipped,Trucks and Buses,48,100.0,5773.44,Diecast Classics Inc.,Allentown,USA,Medium,PA,Unknown,2004,8,4800.0
10292,2004-09-08,Shipped,Trucks and Buses,41,100.0,4528.86,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,9,4100.0
10305,2004-10-13,Shipped,Trucks and Buses,36,100.0,4816.08,Marta's Replicas Co.,Cambridge,USA,Medium,MA,Unknown,2004,10,3600.0
10313,2004-10-22,Shipped,Trucks and Buses,29,100.0,3416.78,Canadian Gift Exchange Network,Vancouver,CANADA,Medium,BC,Unknown,2004,10,2900.0
10324,2004-11-05,Shipped,Trucks and Buses,33,37.48,1236.84,Vitachrome Inc.,NYC,USA,Small,NY,Unknown,2004,11,1236.84
10334,2004-11-19,On Hold,Trucks and Buses,46,100.0,5814.86,"Volvo Model Replicas, Co",Lule,SWEDEN,Medium,Unknown,EMEA,2004,11,4600.0
10349,2004-12-01,Shipped,Trucks and Buses,38,100.0,5223.48,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2004,12,3800.0
10358,2004-12-10,Shipped,Trucks and Buses,20,36.42,728.4,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,12,728.4000000000001
10370,2005-01-20,Shipped,Trucks and Buses,22,100.0,3949.0,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2005,1,2200.0
10383,2005-02-22,Shipped,Trucks and Buses,27,100.0,3843.99,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,2700.0
10412,2005-05-03,Shipped,Trucks and Buses,56,98.18,5498.08,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,5,5498.08
10425,2005-05-31,In Process,Trucks and Buses,38,99.41,3777.58,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,5,3777.58
10101,2003-01-09,Shipped,Vintage Cars,25,100.0,3782.0,"Blauer See Auto, Co.",Frankfurt,GERMANY,Medium,Unknown,EMEA,2003,1,2500.0
10110,2003-03-18,Shipped,Vintage Cars,33,100.0,3859.68,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2003,3,3300.0
10124,2003-05-21,Shipped,Vintage Cars,42,100.0,4431.84,Signal Gift Stores,Las Vegas,USA,Medium,NV,Unknown,2003,5,4200.0
10149,2003-09-12,Shipped,Vintage Cars,33,100.0,4950.33,Signal Collectibles Ltd.,Brisbane,USA,Medium,CA,Unknown,2003,9,3300.0
10162,2003-10-18,Shipped,Vintage Cars,38,100.0,4299.7,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2003,10,3800.0
10173,2003-11-05,Shipped,Vintage Cars,31,100.0,4492.83,Rovelli Gifts,Bergamo,ITALY,Medium,Unknown,EMEA,2003,11,3100.0
10182,2003-11-12,Shipped,Vintage Cars,20,100.0,2212.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,11,2000.0
10193,2003-11-21,Shipped,Vintage Cars,44,100.0,4642.88,"Australian Collectables, Ltd",Glen Waverly,AUSTRALIA,Medium,Victoria,APAC,2003,11,4400.0
10204,2003-12-02,Shipped,Vintage Cars,26,100.0,3206.32,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,12,2600.0
10214,2004-01-26,Shipped,Vintage Cars,27,100.0,3604.23,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,2700.0
10227,2004-03-02,Shipped,Vintage Cars,46,100.0,7017.76,"Saveley & Henriot, Co.",Lyon,FRANCE,Large,Unknown,EMEA,2004,3,4600.0
10243,2004-04-26,Shipped,Vintage Cars,47,100.0,6154.18,Diecast Collectables,Boston,USA,Medium,MA,Unknown,2004,4,4700.0
10280,2004-08-17,Shipped,Vintage Cars,37,100.0,4750.8,Amica Models & Co.,Torino,ITALY,Medium,Unknown,EMEA,2004,8,3700.0
10288,2004-09-01,Shipped,Vintage Cars,31,100.0,3822.92,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,9,3100.0
10304,2004-10-11,Shipped,Vintage Cars,24,100.0,2440.8,Auto Assoc. & Cie.,Versailles,FRANCE,Small,Unknown,EMEA,2004,10,2400.0
10312,2004-10-21,Shipped,Vintage Cars,31,100.0,4729.36,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,10,3100.0
10322,2004-11-04,Shipped,Vintage Cars,50,100.0,12536.5,Online Diecast Creations Co.,Nashua,USA,Large,NH,Unknown,2004,11,5000.0
10332,2004-11-17,Shipped,Vintage Cars,35,64.69,2264.15,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2004,11,2264.15
10344,2004-11-25,Shipped,Vintage Cars,30,100.0,3928.2,Marseille Mini Autos,Marseille,FRANCE,Medium,Unknown,EMEA,2004,11,3000.0
10356,2004-12-09,Shipped,Vintage Cars,29,100.0,3630.22,Lyon Souveniers,Paris,FRANCE,Medium,Unknown,EMEA,2004,12,2900.0
10367,2005-01-12,Resolved,Vintage Cars,27,100.0,4196.07,Toys4GrownUps.com,Pasadena,USA,Medium,CA,Unknown,2005,1,2700.0
10380,2005-02-16,Shipped,Vintage Cars,40,100.0,4931.6,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,4000.0
10390,2005-03-04,Shipped,Vintage Cars,31,98.99,3068.69,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,3,3068.69
10409,2005-04-23,Shipped,Vintage Cars,6,100.0,785.64,Handji Gifts& Co,Singapore,SINGAPORE,Small,Unknown,APAC,2005,4,600.0
10420,2005-05-29,In Process,Vintage Cars,45,100.0,4977.0,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2005,5,4500.0
10103,2003-01-29,Shipped,Trucks and Buses,22,54.09,1189.98,Baane Mini Imports,Stavern,NORWAY,Small,Unknown,EMEA,2003,1,1189.98
10114,2003-04-01,Shipped,Trucks and Buses,45,68.67,3090.15,"La Corne D'abondance, Co.",Paris,FRANCE,Medium,Unknown,EMEA,2003,4,3090.15
10126,2003-05-28,Shipped,Trucks and Buses,43,65.02,2795.86,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Small,Unknown,EMEA,2003,5,2795.8599999999997
10140,2003-07-24,Shipped,Trucks and Buses,46,61.99,2851.54,Technics Stores Inc.,Burlingame,USA,Small,CA,Unknown,2003,7,2851.54
